dt,s1,s2,s1_norm,s2_norm,s1_ma10,s1_ma30,s1_ma60,s2_ma10,s2_ma30,s2_ma60
2015-06-04,245,55.640003350540944,0.4706535204953838,0.5621036790739254,0.41763296063549565,0.4233320304755078,0.4104610974660422,0.43316280679299746,0.4618480112769516,0.43073932567327167
2015-06-05,153,37.39114786570423,0.2939183209624234,0.3777444377149766,0.39630947460488847,0.41263827021391203,0.4078677005163737,0.41251927486190876,0.4523943509613718,0.42877653403743826
2015-06-06,154,24.861269924088912,0.2958393557399555,0.2511612230275764,0.38420695550643574,0.4080918212404192,0.4071953383442375,0.397726945713731,0.44222937840016885,0.4284674832132484
2015-06-07,186,40.56032259310343,0.35731246862098526,0.4097610564537653,0.38190171377339716,0.40783568327008163,0.4029370445873745,0.39609353854838714,0.43993975099607585,0.4269341806086989
2015-06-08,388,72.01368418262089,0.7453614936824854,0.7275189501282697,0.4255092032233776,0.421795202653482,0.41273432195278864,0.43213202775105497,0.4572222434016619,0.434404168161239
2015-06-09,187,38.71864958822984,0.35923350339851745,0.39115553687518834,0.4433748266544269,0.4213469612053912,0.41283037369166525,0.4503405724167114,0.45556712458407084,0.43531759200071923
2015-06-10,309,55.81740162371757,0.5935997462574433,0.5638958468670457,0.45662996661939886,0.43178458349664944,0.4175048916503269,0.4671271865418749,0.46296053036946905,0.4392349286322744
2015-06-11,313,57.71239324233812,0.6012838853675719,0.5830400182634788,0.46757986485133235,0.4319126524818182,0.4192338229501058,0.47974679035095286,0.4632730353830464,0.44090312760768163
2015-06-12,193,43.76542392894196,0.3707597120637105,0.44214062410636285,0.44836951707601047,0.4280065484341694,0.4161281500597621,0.471216340692923,0.461351017836598,0.4398649451484381
2015-06-13,138,31.003590425514005,0.2651027992994407,0.31321407608278157,0.4353064805887918,0.42070661627954714,0.41407904629706116,0.46217354485933704,0.45464872750837076,0.4366730971868135
2015-06-14,303,51.84413242214303,0.5820735375922502,0.5237558558234533,0.4464484822984784,0.42986354871911725,0.4148794774543662,0.45833876253428985,0.45725332938586766,0.43704694540386246
2015-06-15,203,43.96434935402065,0.3899700598390323,0.44415027016252157,0.4560536561861393,0.43357754928901276,0.41372685658784697,0.4649793457790444,0.46315731938133947,0.4364014149839034
2015-06-16,254,52.1907205735868,0.4879428334931734,0.5272572660196855,0.47526400396146107,0.4267898930750657,0.41587201208942454,0.4925889500782553,0.4581802374932431,0.4387443360955097
2015-06-17,303,53.08795701681836,0.5820735375922502,0.5363216059795923,0.4977401108585876,0.4265977895973125,0.4210588059887614,0.505245005030838,0.4542431312894152,0.444411114895964
